Customer,Name,Current,1 To 31,31 To 61,61 To 92,Over 92,Balance
C005855,PAYMENTOLOGY (PTY) LTD,4412352.05,1093081.44,0.0,0.0,0.0,5505433.49
PRI002,Primedia Broadcasting A division of Primedia (Pty),246037.22,246037.22,246037.22,246037.22,490488.09,1474636.97
C001221,E-TV (Pty) Ltd,419322.83,47261.56,47261.56,47261.56,654429.29,1215536.8
FIR005,FirstRand Bank Limited,483005.58,483005.58,0.0,0.0,0.0,966011.16
TUR001,Turrito Networks (Pty) Ltd     (R),841171.13,6440.66,28622.76,26355.7,0.0,902590.25
C006496,JOHANNESBURG CITY PARKS AND ZOO,219743.71,219743.71,219743.71,219743.71,9391.65,888366.49
C001200,PLUS1X SOLUTIONS (PTY) LTD,80954.72,26084.77,19754.82,23498.3,582504.26,732796.87
XON001,NEC XON SYSTEMS PROPRIETARY LIMITED,43346.38,43346.38,43346.38,43346.38,554493.24,727878.76
C005719,FIBRE COMPARE,220892.53,213240.58,223178.87,15678.37,0.0,672990.35
ECH001,Echotel (Pty) Ltd. t/a Echo Service Provider (R),221495.08,141850.65,209278.13,84815.49,0.0,657439.35
C000525,Maximize Office Solutions (Pty) Ltd T/A Maximize South Afric,324091.83,320030.52,0.0,1034.66,0.0,643087.69
C004095,SOUTH32 SA Limited,433453.18,223390.95,0.0,0.0,20452.62,636391.51
C000007,Foschini Retail Group (Pty) Ltd,0.0,460394.39,0.0,53511.44,89625.66,603531.49
C006601,Shoprite Checkers (Pty) Ltd,237724.55,132374.04,228035.43,0.0,0.0,598134.02
SIF001,Si Futures (Pty) Ltd,251555.91,254172.5,20917.03,5577.5,71594.51,592662.45
CEN002,Pindrop (Pty) Ltd,163196.27,1838.97,3276.47,114869.37,529425.34,582867.68
OPE002,Open Communications (Pty) Ltd,578263.39,3051.04,0.0,0.0,4977.4,580189.75
C000802,Tluka Business Enterprise CC T/A Tluka Communications Technology,56963.04,56963.04,56963.04,0.0,404788.72,575677.84
C006166,ADNOTES (PTY) LTD,75776.95,75776.95,75776.95,75776.95,263933.76,567041.56
C006363,GAHLE WIRELESS INTERNET (PTY) LTD,65725.49,0.0,0.0,65725.49,432580.44,564031.42
C005899,GDE SCIENCE EDUCATION CENTRE T/A SCI-BONO DISCOVERY CENTRE,7603.23,11404.84,26619.63,26619.63,478807.27,551054.6
SEV001,SevenC Computing (Pty) Ltd,276788.99,266951.6,0.0,0.0,0.0,543740.59
C000441,Dream ICT Services (Pty) Ltd,20072.22,20072.22,8093.82,13882.92,441092.54,503213.72
ACT001,Activate Telecoms (Pty) Ltd      (R),85098.23,87116.38,87206.0,87206.0,120136.38,466762.99
C005368,LIGHT BRIDGE INTERNET (PTY) LTD,50733.19,36383.7,36383.7,58564.9,281324.05,463389.54
SUP002,Supima Computers t/a Supima Technologies  (R),126760.05,126760.05,126760.05,0.0,63790.36,444070.51
ALE001,Alexander Forbes Group Services (Pty) Ltd,85302.06,14948.85,85302.06,0.0,233381.62,418934.59
PRE001,Premier FMCG (Pty) Ltd,379374.23,0.0,0.0,0.0,0.0,379374.23
VAL001,HEROTEL BUSINESS,351939.55,0.0,0.0,0.0,0.0,351939.55
C005851,MASSTORES (PTY) LTD T/A MASSMART SERVICES,175174.99,175174.99,0.0,0.0,0.0,350349.98
C000846,Nestle South Africa (Pty) Ltd,90933.95,90933.95,0.0,0.0,158997.29,340865.19
C000646,Southern Sun Hotel Interests (Pty) Ltd,180584.63,152907.91,2606.28,0.0,0.01,330886.25
NET004,NETEXEC IT SERVICES (PTY) LTD,24691.04,25805.75,24571.54,24571.54,214971.2,314611.07
C000233,FirstRand Services Private Ltd (India).,191367.53,84291.08,0.0,0.0,10969.96,286628.57
C000462,HomeChoice (Pty) Ltd,131986.35,131986.35,0.0,0.0,8360.46,272333.16
C000693,Saficon Industrial Equipment (Pty) Ltd,21731.55,21731.55,0.0,0.0,228762.72,272225.82
C006184,EPWORTH MINERALS (PTY) LTD,0.0,86243.1,14373.85,14373.85,157192.16,272182.96
CRY001,CRYSTAL COMMUNICATIONS,217349.37,7112.1,12972.72,3328.37,52278.3,272159.92
C006466,MULTICHOICE SUPPORT SERVICES (PTY) LTD,265132.5,0.0,0.0,0.0,0.0,265132.5
CON004,Telviva (Pty) Ltd,562105.51,5684.38,246240.65,98679.15,51184.95,262686.28
C006206,WEBHELP SA OUTSOURCING (PTY) LTD,175936.2,86243.1,0.0,0.0,0.0,262179.3
ECO001,ECOTECH Converge (Pty) Ltd (R),124867.4,0.0,0.0,0.0,136801.22,261668.62
MET0001,Metro Fibre Networx (Pty) Limited,222611.25,33718.0,0.0,0.0,0.0,256329.25
C001060,Zinia ISP (Pty) Ltd,84313.4,84313.4,105039.37,17494.84,0.0,256171.33
C004809,EXPERIAN SOUTH AFRICA (PROPRIETARY) LIMITED,202712.95,61999.95,8869.95,0.0,0.0,255842.95
PSA048,Dynacomm Networks,0.0,142773.19,0.0,0.0,112730.21,255503.4
C000254,Educor (Pty) Ltd,42086.55,0.0,0.0,42086.55,168346.2,252519.3
C005852,Ericsson sub-saharan Africa (PTY) Ltd (ESA),13107.7,13107.7,0.0,13107.7,198428.84,237751.94
C005547,ICLOUDTIVITY (PTY) LTD,129679.39,50739.32,50739.32,6104.24,1171.55,236090.72
C006558,CURRO HOLDINGS LTD,26264.85,26264.85,0.0,179400.0,0.0,231929.7
TAK001,Takealot Online (RF) (Pty) Ltd t/a Takealot.com,292325.29,64391.69,0.0,0.0,0.02,227933.62
C005948,TIGERS AND PARTNERS (PTY) LTD,0.0,0.0,8048.85,130123.08,84513.5,222685.43
C006436,DEEP SOUTH INTERNET SOLUTIONS (PTY) LTD,33568.5,33568.5,33568.5,33568.5,78196.69,212470.69
SIM004,Simplicloud South Africa (Pty) Ltd,11240.1,11240.1,0.0,0.0,186456.12,208936.32
C006874,PLANT DESIGN AND PROJECT SERVICES (PTY) LTD,26537.4,181114.65,0.0,0.0,0.0,207652.05
ROS001,BitCo Telecoms (Pty) Ltd,230434.42,23092.75,0.0,0.0,0.0,207341.67
C000997,Old Mutual Insure Limited,52980.5,48760.0,114963.89,10360.63,741.93,205601.83
C005211,REDWILL ICT CC,22358.42,22358.42,22358.42,22358.42,115180.75,204614.43
SAI001,Saicom Voice Services (Pty) Ltd,202769.33,287.5,0.0,0.0,0.0,203056.83
HAR001,Harmony Gold Mining Company Ltd,37923.55,37923.55,37923.55,37923.55,37923.55,189617.75
SOL002,Solutioncomms CC,61795.37,63603.8,0.0,0.0,59105.67,184504.84
INT011,Integra Tech Pty Ltd t/a Integra Group,179955.03,5858.07,0.0,575.0,3558.1,182830.0
REC001,Rectron (Pty) Ltd,180251.12,0.0,0.0,0.0,0.0,180251.12
C000475,Supima Computers T/A Supima Technologies (YKK),59843.93,52811.3,57090.63,0.0,8246.01,177991.87
C001032,Wika Instruments (Pty) Ltd,68180.19,68379.89,89942.42,49510.72,0.0,176991.78
BID001,BIDVEST PAPERPLUS CORPORATE SERVICES,20122.7,14028.85,14028.85,14028.85,112230.8,174440.05
C000061,Session Telecoms (Pty) Ltd,173211.97,0.0,0.0,0.0,0.0,173211.97
INF003,Infostream Technologies CC,32925.0,123886.46,0.0,15447.26,0.0,172258.72
C005404,INNOVATE48 (PTY) LTD,170612.34,0.0,0.0,0.0,0.0,170612.34
C000786,Intelys Telecom (Pty) Ltd,158421.22,1000.0,0.0,0.0,0.0,159421.22
MES001,Mesh Telecom (Pty) Ltd,156578.39,0.0,0.0,0.0,0.0,156578.39
C006628,GOLDEN ARROW BUS SERVICES (PTY) LTD,62524.21,61935.4,894.06,12581.56,18616.87,154763.98
C000621,Solid Fibre (Pty) Ltd,148951.41,0.0,0.0,0.0,0.0,148951.41
C000599,Radiform (Pty) Ltd t/a Steadex,8206.2,75577.81,5912.43,9177.52,200252.79,147971.13
C000343,United Pharmaceutical Dist-a Div of New Clicks SA (Pty) Ltd,29505.9,29505.9,29505.9,29505.9,29505.9,147529.5
WBH001,WBHO Construction (Pty) Ltd,81415.86,63011.95,0.0,0.0,0.0,144427.81
C000531,Food Lover's Holdings (Pty) Ltd,132173.23,51597.53,20155.36,2653.75,40794.12,144178.93
C006810,Three6five Digital Solutions (Pty) Ltd,81409.06,61958.82,0.0,0.0,0.0,143367.88
C006413,CONCENTRIX CVG SOUTH AFRICA (PTY) LTD,114277.98,27820.25,0.0,0.0,0.0,142098.23
C001201,TOUCHNET TELECOMMUNICATIONS CC,37972.12,37972.12,32900.38,26705.79,6325.92,141876.33
C005791,FINRITE ADMINISTRATORS (PTY) LTD,0.0,0.0,0.0,0.0,141719.15,141719.15
C000830,Yaxxa (Pty) Ltd,141238.22,0.0,0.0,0.0,0.0,141238.22
C005189,NON-LINEAR EVOLUTION,56341.95,83017.2,0.0,0.0,0.0,139359.15
C006385,RIGHT CLICK MEDIA DIGITAL SOLUTIONS,0.0,0.0,0.0,0.0,137986.2,137986.2
TAL003,Talk IP (Pty) Ltd,146554.94,8713.07,0.0,0.0,0.0,137841.87
C005635,SIMPLICLOUD SA,15744.73,15744.73,13667.69,0.0,92140.37,137297.52
C006551,AFRICA LEARN (PTY) LTD,44850.0,44850.0,44850.0,0.0,0.0,134550.0
C005111,WS Audiology South Africa (Pty) Ltd,0.0,0.0,14948.85,14948.85,104641.95,134539.65
BAN003,Bank of Botswana,38172.8,38172.8,38172.8,3817.28,15531.53,133867.21
C000354,United States Agency For International Development,25227.22,7235.8,942.71,2247.89,97378.19,128536.03
C000054,Maersk South Africa (Pty) Ltd,42311.95,42311.95,43359.48,0.0,0.0,127983.38
C004845,IKEJA WIRELESS,127949.75,0.0,0.0,0.0,0.0,127949.75
C005970,VERSUS SPORTS (PTY) LTD,0.0,0.0,11164.53,8048.85,108659.45,127872.83
SAI002,Huge Networks (Pty) Ltd,127545.83,0.0,0.0,0.0,0.0,127545.83
C006010,ELECTRONIC TOLL COLLECTION (PTY) LTD,125964.1,0.0,0.0,0.0,0.0,125964.1
C000205,Collaborative IT Solutions (Pty) Ltd,62742.85,62742.85,0.0,0.0,0.03,125485.67
C000259,Business Partners Limited,123988.4,1092.5,0.0,0.0,0.68,122895.22
C006501,THE CORE COMPUTER BUSINESS (PTY) LTD,57353.95,111816.65,46474.84,0.0,0.0,122695.76
ENT002,Entelect Software (Pty) Ltd,119003.45,2930.2,0.0,0.0,0.0,121933.65
C004318,Grinaker-LTA (Pty) Ltd (GLTA),40568.55,40568.55,40568.55,0.0,0.0,121705.65
FIR001,Fire IT (Pty) Ltd,60354.66,7243.97,6973.97,7243.97,37449.11,119265.68
C005298,TRUVELO SPECIALISED MANUFACTURING,13146.64,13099.56,13102.41,13134.3,66691.61,119174.52
FAL001,Falcon Electronics (Pty) Ltd,7128.85,7128.85,7128.85,7128.85,89803.9,118319.3
ITE001,Itec Communications (Pty) Ltd,115038.21,147133.09,0.0,0.0,147133.09,115038.21
C000025,Level 7 Wireless (Pty) Ltd T/A Level 7 Internet,113434.85,0.0,0.0,0.0,0.0,113434.85
ONE004,One Point Hosting,8522.65,8522.65,8522.65,0.0,86801.34,112369.29
C003777,NISSAN SOUTH AFRICA (PTY) LTD,55315.0,55315.0,0.0,0.0,994.74,111624.74
C000405,Accelerit Technologies (Pty) Ltd,53752.27,53752.27,0.0,0.0,0.0,107504.54
INN004,Innovation Hub Technologies (Pty) Ltd,32984.42,36088.27,35404.57,580.17,0.0,105057.43
SKY002,Skylight Investments 51CC (R),97050.13,0.0,0.0,0.0,7499.09,104549.22
RED001,Red Bull South Africa (Pty) Ltd,102495.91,0.0,0.0,0.0,0.01,102495.9
C000352,Clear Channel Business Technology (Pty) Ltd,101506.26,0.0,0.0,0.0,0.0,101506.26
C000008,Odek Technologies (Pty) Ltd,98818.57,74.52,0.0,0.0,0.0,98893.09
C000469,Bordar Tile Wholesalers (Pty) Ltd,8048.85,8048.85,8048.85,8048.85,65987.46,98182.86
C004401,AUDITOR-GENERAL OF SOUTH AFRICA,19547.7,19547.7,19547.7,19547.7,19548.0,97738.8
C000614,Arthur Kaplan (Pty) Ltd T/A Arthur Kaplan,10805.4,10805.4,10805.4,10805.4,54027.0,97248.6
C004869,SOUTH AFRICAN BANKER SERVICES COMPANY LIMITED,96970.05,0.0,0.0,0.0,0.0,96970.05
C001076,Nerdworks (Pty) Ltd t/a Dial a Nerd,96516.03,0.0,0.0,0.0,0.0,96516.03
C000111,Van der Venter Mojapelo (Pty) Ltd,95615.6,457.7,0.45,0.0,0.0,96073.75
C000359,Yolo Telecoms (Pty) Ltd,94817.06,0.0,0.0,0.0,0.0,94817.06
ICL001,iClix (Pty) Ltd,94640.4,0.0,0.0,0.0,0.0,94640.4
C000059,Werksmans Incorporated T/A Werksmans Attorneys,85335.35,0.0,0.0,0.0,7473.85,92809.2
C005162,LITTLE CREEK TRADING 652 CC T/A CLOUD COMPANY,52210.24,40442.29,0.0,0.0,0.0,92652.53
C005806,MUR SHIPPING R.S.A,45880.4,45880.4,0.0,0.0,0.0,91760.8
C005136,PEC UTILITY MANAGEMENT (PTY) LTD,88668.69,0.0,0.0,0.0,0.0,88668.69
C003610,Vumatel (Pty) Ltd,88219.38,0.0,0.0,0.0,0.0,88219.38
MOB004,Mobile Telecommunications,81650.0,0.0,0.0,0.0,5750.0,87400.0
C001249,Witronics (Pty) Ltd,0.0,0.0,0.0,0.0,86980.62,86980.62
C004690,FORCEPOINT CLOUD LIMITED,84472.35,286.81,2198.53,0.0,0.0,86957.69
GAL001,Galix Networking (Pty) Ltd       (R),50134.25,2074.37,0.0,611.03,33150.78,85970.43
PRI001,Primeline,0.0,0.0,0.0,0.0,85150.08,85150.08
GOL002,Goldtel Industries (Pty) Ltd,63988.5,6207.94,12930.71,22893.4,16934.35,84677.6
ICT001,ICT Globe Management (Pty) Ltd,28352.1,28352.1,0.0,27259.6,0.0,83963.8
REU001,Plus1X Solutions (Pty) Ltd,9633.55,9633.55,0.0,0.0,64230.42,83497.52
C005995,BRIX METALLURGY (PTY) LTD,11741.41,11741.41,11741.41,11741.41,35224.23,82189.87
C005206,PAN-AFRICAN PARLIAMENT,41055.0,0.0,0.0,41055.0,0.0,82110.0
C000522,Embassy of USA,69576.96,990.15,8048.85,0.0,5142.4,81778.06
DHL001,DHL International (Pty) Ltd t/a DHL Express,16707.2,0.0,0.0,0.0,64745.49,81452.69
THE001,Divad Technologies T/A The IT Company,49832.04,39033.37,0.0,0.0,8371.21,80494.2
C000779,Krypton PCs CC,79180.95,0.0,0.0,0.0,0.0,79180.95
C005607,TSOGO SUN CASINO MANAGEMENT COMPANY (PTY) LTD,38636.55,42028.85,1763.15,0.0,0.0,78902.25
C001169,DATAMASS (PTY) LTD,35882.64,0.0,0.0,0.0,42207.82,78090.46
C006860,ICG MEDICAL SOUTH AFRICA (PTY) LTD,15523.85,15523.85,15523.85,31047.7,0.0,77619.25
C005075,CLASSIC BLUE TRADE,2873.85,2873.85,2873.85,2873.85,66098.55,77593.95
C000242,VO Connect (Pty) Ltd,19090.0,17250.0,17250.0,23000.0,0.0,76590.0
FIR003,FirstNet Technology Service (Pty) Ltd,76475.0,0.0,0.0,0.0,0.0,76475.0
KIR001,Kiron Interactive (Pty) Ltd,0.0,0.0,0.0,19463.64,56566.2,76029.84
CLI001,Cliffe Dekker Hofmeyr,75780.4,0.0,0.0,0.0,0.0,75780.4
C006278,GAUTRAIN MANAGEMENT AGENCY,39303.9,36045.53,0.0,0.0,0.0,75349.43
C000373,Automation Resource Communication Tech (Pty)Ltd T/A Arc Tech,38988.69,38988.69,6207.82,0.0,9152.14,75033.06
KZ001148,THE HILTONIAN SOCIETY,74748.85,0.0,0.0,0.0,0.0,74748.85
C005335,PEPKORFIN A DIVISION OF PEPKOR TRADING (PTY) LTD,71561.22,11726.32,0.0,0.0,8632.94,74654.6
C001008,Bidvest Data ADO Bidvest Paperplus (Pty) Ltd,7016.5,0.0,0.0,0.0,67269.25,74285.75
C000824,iBoss Inc,69810.97,0.0,3108.99,0.0,0.0,72919.96
C004908,DOUGLASDALE DAIRY (PTY) LTD,72326.95,0.0,0.0,0.0,0.0,72326.95
C000929,Network Alliance Internet (Pty) Ltd T/A Network Alliance,72186.2,0.0,0.0,0.0,0.0,72186.2
C006277,MEDIA24 (PTY) LTD,31160.4,31160.4,8048.85,1609.77,0.0,71979.42
MUS001,MUSHROOM MEDIA (PTY) LTD,71252.69,0.0,0.0,0.0,0.0,71252.69
C005878,AFRICAN HOTELS AND ADVENTURES A DIVISION OF TOURVEST HOLDING (PTY) LTD,18916.35,18916.35,18916.35,13077.07,0.0,69826.12
C000784,Silkway Solutions (Pty) Ltd,69342.94,0.0,0.0,0.0,0.0,69342.94
C005186,PRAXIA TECHNOLOGIES CC,34382.7,34382.7,0.0,0.0,0.0,68765.4
C000537,Sasfin Bank Limited,68606.13,0.0,0.0,0.0,0.0,68606.13
C005656,HUDACO TRADING (PTY) LTD T/A RUTHERFORD,53555.89,13192.36,4598.85,0.0,6239.31,68388.71
C006274,ACA GROUP (PTY) LTD,0.0,0.0,0.0,26077.4,41976.73,68054.13
DPT001,DPT Solutions (Pty) Ltd,67914.41,0.0,0.0,0.0,0.0,67914.41
C000143,Interlink Business Solutions (Pty) Ltd,47842.71,19796.51,0.0,0.0,0.0,67639.22
SYR001,INQ Digital South Africa (Pty) Ltd,67086.07,0.0,0.0,0.0,0.0,67086.07
SAB002,Sabinet Online Ltd,66698.43,0.0,0.0,0.0,0.0,66698.43
BLU003,Blue Diamond Trading 226 CC (BVS),65592.35,0.0,0.0,0.0,0.0,65592.35
ELE003,Electro Mechanica,64980.01,0.0,0.0,0.0,0.0,64980.01
SOU001,SOUTHEY HOLDINGS (PTY) LTD,64736.95,0.0,0.0,0.0,0.0,64736.95
C004767,IGAGU COMMUNICATIONS T/A IGAGU SOLUTIONS,0.0,0.0,0.0,0.0,64697.92,64697.92
C000672,Brilliant Telecommunications (Pty) Ltd t/a Brilliantel (Pty),32159.75,32159.75,0.0,2.63,0.0,64316.87
C006062,ENVIROMONGZ PROJECTS T/A ENVIROMONGZ PROJECTS,24406.45,24406.45,14768.66,0.0,0.0,63581.56
C005086,ACCELERATE IT TECHNOLOGIES (PTY) LTD,62068.65,3894.2,3894.2,0.0,0.0,62068.65
C005801,Q-TAX AND BOOKKEEPING INC (PTY) LTD,4677.34,4677.34,4677.34,4677.34,42665.39,61374.75
C000132,New Clicks South Africa,35397.43,25297.43,0.0,0.0,0.0,60694.86
C006420,IOT.NXT (PTY) LTD,60174.9,0.0,0.0,0.0,0.0,60174.9
C000989,EOH Mthombo (Pty) Ltd,1378.85,1378.85,6266.35,6266.35,44743.05,60033.45
C001114,Nplus1 Solutions and IT Services (Pty) Ltd,46738.39,12126.84,0.0,0.0,897.0,59762.23
C000322,Pam Golding Properties (Pty) Ltd,59131.92,0.0,0.0,0.0,0.0,59131.92
TAL001,Talksure Trading (Pty) Ltd,59019.96,0.0,0.0,0.0,0.0,59019.96
CLO001,Tarsus on Demand Pty Ltd,29461.85,29461.85,0.0,0.0,0.0,58923.7
AND002,Andile Solutions (Pty) Ltd,35815.97,21683.2,0.0,0.0,0.02,57499.15
C005265,DRA Projects SA (Pty) Ltd,57466.82,0.0,0.0,0.0,0.0,57466.82
C000549,TRISKELION INTERNET (PTY) LTD,57325.2,0.0,0.0,0.0,0.0,57325.2
C005847,SEABOURNE INXPRESS (PTY) LTD,56105.05,1148.85,0.0,0.0,0.0,57253.9
C000035,Internet Solutions ( (ex Photon),28520.0,28520.0,0.0,736.0,0.0,56304.0
C005864,ERICSSON SOUTH AFRICA (PTY) LIMITED,228.85,228.85,228.85,228.85,54726.09,55641.49
GLO003,GLOBAL NETWORK SYSTEMS (PTY) LTD,45772.51,714.44,9114.58,0.0,0.0,55601.53
WIL001,Wilderness Safaris (Pty) Ltd,18857.7,18857.7,5738.24,5390.07,16672.83,54736.4
C000160,Emerge Customer Flow Management (Pty) Ltd,18018.89,18502.78,18175.16,0.0,0.0,54696.83
C000720,Vericred Collections (Pty) Ltd,54622.84,0.0,0.0,0.0,0.0,54622.84
C006106,TOMAHAWK ACCESSORIES (PTY) LTD,0.0,0.0,0.0,0.0,54384.75,54384.75
C005615,KLOUDER (PTY) LTD,0.0,0.0,0.0,0.0,54325.23,54325.23
C000961,United International Pictures (South Africa),53528.48,0.0,0.0,0.0,0.0,53528.48
PHA002,Phase 1 Computer Services,53091.14,0.0,0.0,0.0,0.0,53091.14
SOL001,Solid Hope Trading t/a Mangwatha Technologies,0.0,0.0,0.0,0.0,52717.81,52717.81
C005040,CHRIS HANI BARAGWANATH NURSING COLLEGE,12648.85,12648.85,12648.85,0.0,14725.11,52671.66
C000207,Directel Communications (Pty) Ltd,11326.12,41319.5,0.0,0.0,0.0,52645.62
C005235,SPADEFISH INVESTMENTS (PTY) LTD T/A INTERNATIONAL CASH N CAR,0.0,0.0,0.0,0.0,52310.05,52310.05
CPC001,CPC Plus Solutions (R),21898.42,0.0,0.0,0.0,30387.34,52285.76
C000229,Averda South Africa (Pty) Ltd,51828.41,0.0,0.0,0.0,0.0,51828.41
C006114,I O VERIFIED (PTY) LTD,0.0,0.0,0.0,0.0,51750.0,51750.0
C000694,African Bank Limited,17248.85,17248.85,17248.85,0.0,0.0,51746.55
DYN001,DYNACOMM,51660.42,0.0,0.0,0.0,0.0,51660.42
COM008,Computershare Investor Services (Pty) Ltd,10336.2,10336.2,10336.2,10336.2,10306.2,51651.0
C005921,ACCTECH SYSTEMS (PTY) LTD,0.0,0.0,0.0,0.0,51552.98,51552.98
SAM001,Samcom Telecommunications CC,7243.97,7243.97,7243.97,7243.97,21731.91,50707.79
BAR002,Barloworld Equipment (Pty) Ltd,25298.85,25298.85,0.0,0.0,0.0,50597.7
C000232,Oxbow Office Equipment (Pty) Ltd T/A Oxbow,20795.56,6250.92,0.0,611.12,22354.71,50012.31
VDT001,V&D Telecomms t/a Voice and Data (Pty) Ltd,0.0,0.0,0.0,0.0,49588.0,49588.0
C001059,Aeroklas Duys (Pty) Ltd,49559.71,0.0,0.0,0.0,0.0,49559.71
C001045,Spill Tech (Pty) Ltd,49335.08,0.0,0.0,0.0,0.0,49335.08
C000345,Universal Information Technologies (Pty) Ltd T/A UIT,63470.03,14747.6,0.0,0.0,0.0,48722.43
MET003,Metacom (Pty) Ltd,50950.75,2379.35,0.0,0.0,0.0,48571.4
C000428,5th Mountain Networks (Pty) Ltd,47964.44,0.0,0.0,0.0,0.0,47964.44
C004719,N3TAfrica (Pty) Ltd,3189.24,0.0,3189.24,3189.24,38348.4,47916.12
C005648,NEC XON SYSTEMS PROPRIETARY LIMITED,6767.75,6767.75,6767.75,6767.75,20077.65,47148.65
C006522,HOERSKOOL DIE FAKKEL HIGH SCHOOL,4788.6,4788.6,4788.6,4788.6,27714.08,46868.48
BOX001,ALPLA Packaging SA (Pty) Ltd,45936.75,0.0,0.0,0.0,0.0,45936.75
C000866,Leeu Collection South Africa (Pty) Ltd,41991.1,0.0,0.0,0.0,3301.65,45292.75
C000853,DACHSER South Africa (Pty) Ltd,44786.75,0.0,0.0,0.0,0.0,44786.75
C006912,Turrito Networks (Pty) Ltd (USD Account),47829.15,3265.49,0.0,0.0,0.0,44563.66
C000742,Netlayer (Pty) Ltd,38774.55,0.0,0.0,0.0,5576.46,44351.01
C006305,CLOSURE ORIGINAL (PTY) LTD T/A CLUB PARADISE,2873.85,2873.85,2873.85,2873.85,32595.72,44091.12
C005472,SIDMEDIA NPC,0.0,0.0,0.0,0.0,43922.73,43922.73
C005037,GAUTENG DEPT OF HEALTH T/A BONALESEDI NURSING COLLEGE,20905.85,20905.85,11021.6,0.0,13073.23,43863.33
ESC001,Executive Solutions (Pty) Ltd,43732.61,0.0,0.0,0.0,0.0,43732.61
PSA047,Datafox (Pty) Ltd,0.0,43323.88,0.0,0.0,0.06,43323.82
C000882,TF IT Holdings (Pty) Ltd,8613.5,8613.5,8613.5,8613.5,8613.5,43067.5
C005996,AFRICAN RAINBOW MINERALS LIMITEDT/A ARM LIMITED,42962.16,0.0,0.0,0.0,0.0,42962.16
C000542,CFAO Holdings South Africa (Pty) Ltd,42827.15,629.27,0.0,0.0,629.17,42827.25
C006134,GLS CONSULTING (PTY) LTD,41673.9,1144.25,0.0,0.0,0.0,42818.15
C005261,ACDC EXPRESS SOUTHGATE (PTY) LTD,7127.7,7127.7,7127.7,7127.7,14255.4,42766.2
C005151,Adapt GL Pty Ltd,21330.2,21330.2,0.0,0.0,0.0,42660.4
C005179,UNITED CHARTER SERVICES,0.0,0.0,0.0,6093.85,36563.1,42656.95
C000778,Internet NS (Pty) Ltd t/a Internet-SA,21309.5,21309.5,0.5,0.0,0.0,42619.5
SAN002,S & F Mngm Services (Pty) Ltd t/a Spoor & Fischer,42584.16,0.04,0.0,0.0,0.0,42584.2
GLO002,Global Micro Solutions (Pty) Ltd,42467.59,0.0,0.0,0.0,0.0,42467.59
C001091,TRADEVEST 293 (PTY) LTD,21048.45,0.0,21047.05,0.0,0.0,42095.5
XDS001,X-DSL Networking Solutions (Pty) Ltd,41877.25,0.0,0.0,0.0,0.0,41877.25
C000365,Nudebt Management (Pty) Ltd,20447.06,20447.06,0.0,0.0,0.0,40894.12
C005393,INTENSE BROADBAND,0.0,1965.35,1965.35,1965.35,34882.35,40778.4
C005354,ACME GRAPHICS (PTY) LTD,40705.4,0.0,0.0,0.0,0.0,40705.4
C006643,JOHHANESBURG METROPOLITIAN BUS SERVICES,4023.85,4023.85,4023.85,4023.85,24570.08,40665.48
C006294,DASH BPO SOUTH AFRICA (PTY) LTD,40016.55,0.0,0.0,0.0,0.0,40016.55
COO001,Co-Operative Computing,39891.44,0.0,0.0,0.0,0.0,39891.44
C000296,TradeSwitch (Pty) Ltd,39803.8,0.0,0.0,0.0,0.0,39803.8
C000138,Kurlec Wireless (Pty) Ltd,39627.9,0.0,0.0,0.0,0.0,39627.9
C006230,PR STAFFING SA,0.0,0.0,0.0,0.0,39457.58,39457.58
C000875,Stevens and Co (Pty) Ltd,39382.9,0.0,0.0,0.0,0.0,39382.9
DEE001,Deep South Technologies,4449.35,4449.35,0.0,0.0,30436.05,39334.75
C000382,General Conference of SDA Southern Africa,41625.4,0.0,228.85,0.0,2905.6,38948.65
ILL001,Illovo Sugar Africa (Pty) Ltd,27022.7,11684.7,0.0,0.0,0.0,38707.4
C001027,United Nations - World Food Programme,1270.75,21840.8,0.0,21840.8,36988.24,38258.99
C005479,SASANI AFRICA,38028.32,0.0,0.0,0.0,0.0,38028.32
C000109,Wasp Telecoms (Pty) Ltd,35023.37,11652.76,9479.38,0.0,0.0,37196.75
C001055,Digicall Management Services (Pty) Ltd,37005.85,0.0,0.0,0.0,0.0,37005.85
SUM001,Summit Networks CC,37000.22,0.0,0.0,0.0,0.0,37000.22
C006774,GIZ SOUTH AFRICA,7473.85,7473.85,7473.85,10366.95,4025.0,36813.5
C006293,EPICRANGE ONLINE (PTY) LTD,3678.85,3678.85,3678.85,3678.85,22073.1,36788.5
C003798,TRANSACTION JUNCTION (PTY) LTD,36455.0,0.0,0.0,0.0,0.0,36455.0
LAW001,Lawyers for Human Rights,8697.74,9134.35,9222.53,8956.95,0.0,36011.57
C006164,ABR AND SMCG (PTY) LTD,1723.85,1723.85,1723.85,1723.85,28788.3,35683.7
AYO001,Ayoba Telecom Pty Ltd t/a Ayoba Communications (R),28062.52,0.0,2958.95,3945.27,0.0,34966.74
C005988,SW SECURITY SOLUTIONS SA (PTY) LTD,34898.02,0.0,0.0,0.0,0.0,34898.02
C006478,ENNIS-FLINT AFRICA (PTY) LTD,34502.58,0.0,0.0,0.0,0.0,34502.58
C004089,UNITED NATIONS POPULATION FUND,17248.85,17248.85,0.0,0.0,1.0,34498.7
